id,source,reference,lead_summary,model_summary
35659406,"Giving evidence for the ex-Sunderland winger at Bradford Crown Court, Stacey Flounders said she did not see a future in their relationship.
The 26-year-old is the mother of Mr Johnson's one-year-old daughter.
Mr Johnson, 28, denies two counts of sexual activity with a child.
In the witness box, Miss Flounders described how he had told her ""everything"" about kissing a 15-year-old girl when he returned from a police station after his arrest in March last year.
Asked if he talked about other things, she said: ""The other women that he cheated on me with.""
Miss Flounders was asked by Orlando Pownall QC, defending, how many there were and she said: ""Quite a few.""
When questioned about about the future of her relationship with Mr Johnson, she replied: ""We're just going to remain friends.""
She told the jury she had stayed with him after his arrest ""because he was honest with me and I knew he was telling the truth"".
""We'd just had a daughter. I wanted us to be a family. My head was all over the place. I didn't know what was going on.""
Mr Pownall finished his questions by asking Miss Flounders if she saw any future in ""the relationship that you had"".
She replied: ""Do you mean now? Not at the minute, I don't. No.""
She was asked about messages she exchanged with Mr Johnson on the day of the incident with the girl, and she admitted she suspected him of being unfaithful but had no ""hard and fast evidence"".
She said he first told her he was going to plead guilty around September last year.
Miss Flounders said she had previously exchanged messages with the teenager involved after she recognised her as one of the fans who waited for Mr Johnson after home matches.
She said she even wished the girl happy birthday in 2014.
She added that after his arrest, Mr Johnson told her the girl was aged 16.
Kate Blackwell, QC, prosecuting, went through some of the details of the teenager's account of the incident and asked Miss Flounders whether her partner had told her about each.
Miss Blackwell asked her if he told her the pair had kissed with tongues and about various messages Mr Johnson had exchanged with the girl.
Miss Flounders agreed that he had not told her, although she said he had mentioned he asked for a ""thank you kiss"".
Earlier, Miss Flounders was asked a series of questions about her partner's pubic hair and was asked to examine a photograph.
The teenager involved in the incident has told the jury Mr Johnson was shaved in that area.
Miss Flounders said he would trim the area with scissors, but would not shave.
Mr Johnson began his football career at Middlesbrough before moving to Manchester City and then on to Sunderland in 2012.
He has previously pleaded guilty to one count of sexual activity with a child and one charge of grooming.  These relate to him kissing the girl in his Range Rover after exchanging messages with her on social media.
But he denies two further charges of sexual activity with a child relating to the same incident.","The ex-girlfriend of former England footballer Adam Johnson has told a jury they split up after he admitted cheating on her with ""quite a few"" women.","Giving evidence for the ex-Sunderland winger at Bradford Crown Court, Stacey Flounders said she did not see a future in their relationship.","Giving evidence for the ex-Sunderland winger at Bradford Crown Court, Stacey Flounders said she did not see a future in their relationship.She said she had stayed with Mr Johnson because he was honest with her.The 26-year-old is the mother of Mr Johnson's one- year-old daughter.Mr Johnson, 28, denies two counts of sexual activity with a child. He denies the other charges.In the witness box, Miss FloundERS described how he had told her ""everything"" about kissing a 15-year -old girl when he returned from a police station after his arrest in March last year.Asked if he talked about other things, she said: ""The other women that he cheated on me with.""She said he told her that he had kissed 15 girls in the past.She denied the allegations.Miss Floundsts was asked by Orlando Pownall QC, defending, how many there were and she said; ""Quite a few.""She added: ""I don't know how many.""When questioned about about the future of her relationship with MrJohnson, she replied: ""We're just going to remain friends.""She told the jury she had remained with him until his arrest. She told the jurors she had"
39378077,"It comes after a bidder to run University Hospital of Hartlepool's fertility services was rejected, despite already running services there.
Hartlepool Borough's council asked the area's clinical commissioning group (CCG) to explore with the bidder how it could reach the required standard.
But, the CCG said it could not lawfully treat one bidder differently.
Care Fertility, which operates 15 clinics across Britain and supports fertility services in Hartlepool, said in January it was ""disappointed not to be awarded the contract"".
The council's audit and governance committee asked the CCG to discuss with the firm how it could reduce risks highlighted in its rejected tender.
The CCG said this was not ""reasonably practicable"".
""It is simply not the role of the CCG to guide bidders to make successful tenders,"" it said.
It would be an ""unusual and unwelcome"" precedent for the CCG to advise bidders and would lead to accusations of unfairness if it did not do the same for all other bidders in the future, it said.
It also said re-tendering would take too long, could increase clinical risk and prolong the gap in the delivery of the service and there was ""no guarantee that the outcome would be any different"".
Last year, the council was granted a High Court injunction to stop the unit's closure, after which it was announced an alternative provider would be sought to run fertility services, including IVF.
The CCG had said it could not recruit enough staff to keep the unit going.",Health managers planning to close a hospital fertility unit have refused to put the service back out to tender.,"It comes after a bidder to run University Hospital of Hartlepool's fertility services was rejected, despite already running services there.","It comes after a bidder to run University Hospital of Hartlepool's fertility services was rejected, despite already running services there.Hartlepool Borough's council asked the area's clinical commissioning group (CCG) to explore with the bidder how it could reach the required standard.But, the CCG said it could not lawfully treat one bidder differently.A spokesman for CareCare Fertility said in January it was ""disappointed not to be awarded the contract"".The council's audit and governance committee sent a letter to the firm asking for advice on how to improve the quality of its services.It said: ""It is simply not the role of the council to guide bidders to make successful tenders.""It would be an ""unusual and unwelcome"" precedent for a CCG to advise bidder to do the same for all other competitors in the future, it said.""The council is not obliged to consult with the firm.""The council said this was not ""reasonably practicable"".It added: ""The council has not consulted with any other bidder.""""It is just a matter of the authorities acting"".""It was simply not. It would be a 'unusual' precedent for the CCGs to advise Bidders and would lead"
30481848,"Three Victorian hotels will go to make way for a six-storey, four star hotel and two assisted-living apartment blocks, at East Cliff in Bournemouth.
English Heritage strongly objected to the scale of the development in what is a designated conservation area.
But, councillors voted seven to three in favour saying it would help tourism.
Chair of the planning board and Conservative ward councillor David Kelsey, said the buildings earmarked for demolition were nice but no longer ""necessarily functional"".
""They've come to the end of their working lives, we need to preserve the tourism aspect while improving living for older people in the town,"" he said.
""The loss of buildings and trees are always regrettable but we can't stand still, we need to move forward.""
The site on Grove Road and East Overcliff Drive will get a 90-room hotel along with a nine-storey and seven-storey building, comprising 122 assisted-living apartments.
Applicants The East Cliff Project LLP will demolish Bay View Court, The Cottonwood and the Ocean View hotels.
The council received 246 letters supporting the plans.
Forty-nine residents and the Ancient Monuments Society wrote to object to the demolition, stating that despite being altered, they still ""give a sense of the historic character of the area"".
English Heritage said the scale of the development would cause ""severe harm"" to the conservation area.","A hotel and apartment complex in Dorset has been approved despite English Heritage stating it would be a ""hammer-blow"" to the area.","Three Victorian hotels will go to make way for a six-storey, four star hotel and two assisted-living apartment blocks, at East Cliff in Bournemouth.","Three Victorian hotels will go to make way for a six-storey, four star hotel and two assisted-living apartment blocks, at East Cliff in Bournemouth.English Heritage strongly objected to the scale of the development in what is a designated conservation area.But, councillors voted seven to three in favour saying it would help tourism.Chair of the planning board and Conservative ward councillor David Kelsey, said the buildings earmarked for demolition were nice but no longer ""necessarily functional"".""They've come to the end of their working lives, we need to preserve the tourism aspect while improving living for older people in the town,"" he said.""The loss of buildings and trees are always regrettable but we can't stand still, we have to move forward.""He said: ""The site on Grove Road and East Overcliff Drive will get a 90-room hotel along with a nine-storeY and seven-storeage building, comprising 122 assisted- living apartments.""It will be a great place to live and work,"" Mr Kelsey said.Applicants The East Cliff Project LLP will demolish Bay View Court, The Cottonwood and the West End Hotel, which will be built on the site."
38384761,"The city centre road was made pedestrians only from June to November during the redevelopment of the Westgate Shopping Centre.
Now Oxfordshire County Council has agreed to continue the policy when the centre reopens because of the predicted increase in pedestrians.
The ""experimental traffic order"" still has to be signed off by the government.
The closure has also been blamed for increasing pressure on other city centre roads.
When the shopping centre is finished next year there are expected to be 11 million more people using it.
Council officers have estimated the number of pedestrians using the road will increase by 145% from 4,000 per hour up to 9,800 per hour.
They have also calculated that at present, 48 buses per hour use the road.
Officers said in their report that assurances from the bus companies ""do not remove our concern over pedestrian safety"".
But transport boss David Nimmo Smith said he was worried it would cause increased bus traffic in other roads such as St Aldates, which he described as an ""architectural gem"".
The Secretary of State for Transport will now have to approve the plan before it comes into effect.",Councillors have voted to ban buses and taxis from Queen Street in Oxford for six months because of safety concerns.,The city centre road was made pedestrians only from June to November during the redevelopment of the Westgate Shopping Centre.,"The city centre road was made pedestrians only from June to November during the redevelopment of the Westgate Shopping Centre.Now Oxfordshire County Council has agreed to continue the policy when the centre reopens because of the predicted increase in pedestrians.The ""experimental traffic order"" still has to be signed off by the government.The closure has also been blamed for increasing pressure on other city centre roads.Image copyright Google Maps Image caption The road has been closed for more than a decadeWhen the shopping centre is finished next year there are expected to be 11 million more people using it.The road is also expected to see an increase in bus traffic.Council officers have estimated the number of pedestrians using the road will increase by 145% from 4,000 per hour up to 9,800 per hour.They have also calculated that at present, 48 buses per hour use the road.The council has said it will continue to enforce the policy.Officers said in their report that assurances from the bus companies ""do not remove our concern over pedestrian safety"".But transport boss David Nimmo Smith said he was worried it would cause increased bus traffic in other roads such as St Aldates, which he described as an ""a"
38983472,"The 24-year-old has agreed a two-year-deal and will arrive following his commitments with the Stormers and Western Province in South Africa.
He is the son of former Springbok Guy Kebble and won the 2012 Under-20s World Championship with South Africa.
""I try and bring an edge to the game and make an impact,"" Kebble told the Pro12 club's website.
""I've watched all of the Glasgow matches in the Champions Cup this season and northern hemisphere rugby is getting very exciting. I'm looking forward to playing in a competitive European league.
""I know Dave Rennie is one of the best coaches in the world, so it's an exciting prospect to work under him next season.""
Kebble will join current team-mate Huw Jones in Glasgow, with the Scotland centre signing a two-year contract with the Warriors earlier this month.
""Huw and I live together in Cape Town,"" he explained. ""We didn't really talk about it too much before it happened, but now it's nice to know there will be a familiar face in Glasgow.""
Last week, BBC Scotland revealed Kebble's expected arrival, with the new recruit considered a project player by Scottish Rugby, who have monitored him for several years.",Glasgow Warriors have confirmed the signing of loose-head prop Oliver Kebble for next season.,The 24-year-old has agreed a two-year-deal and will arrive following his commitments with the Stormers and Western Province in South Africa.,"The 24-year-old has agreed a two-year -deal and will arrive following his commitments with the Stormers and Western Province in South Africa.He is the son of former Springbok Guy Kebble and won the 2012 Under-20s World Championship with South African.Kebble is keen to play for Glasgow Warriors next season.""I try and bring an edge to the game and make an impact. I'm looking forward to playing in Glasgow next season,"" he told the Pro12 club's website.Advertisement""I've watched all of the Glasgow matches in the Champions Cup this season and northern hemisphere rugby is getting very exciting. I'd love to play in a competitive European league. It's a great opportunity for me to get to know the Warriors and their coaching staff.Advertisement Advertisement""I know Dave Rennie is one of the best coaches in the world, so it's an exciting prospect to work under him next season.""McGinnis is also keen to work with the Warriors.Kbble will join current team-mate Huw Jones in Glasgow, with the Scotland centre signing a two -year contract with the Warrior earlier this month.""Huw and I live together in Cape Town,"" he explained. ""We didn"
38513663,"Adam Ashe, Stuart Hogg and Henry Pyrgos have all committed to Warriors until 2019.
However, fellow Scotland internationals Mark Bennett, Alex Dunbar, Tommy Seymour and Josh Strauss are out of contract this summer.
""It's really important,"" said Blair of the need to arrange new deals.
""It's difficult with the rugby contracts, you don't often get contracts longer than two years so it seems that every year there's half the squad who are pretty much out of contract. We'll be working hard to keep the guys here.
""There's a lot of money being thrown around in England and France but the product that Glasgow can give - the coaching team, the crowd that we've got, the fact that we beat Racing home and away, we're playing against the best teams in Europe and doing well - hopefully that's a big pull for the guys as well.""
Dave Rennie will replace Gregor Townsend as Glasgow head coach this summer when the latter becomes Scotland head coach.
""Dave Rennie's going to have a say in what's happening here,"" said former Scotland and Edinburgh scrum-half Blair.
""He's watched a lot of the games from the last two or three seasons to get a handle on what players we've got here and what he likes and what he could potentially bring in.""
American lock Greg Peterson, like Ashe, Hogg and Pyrgos, has signed a new deal at Scotstoun and is nearing a return to the first team following long-term injury, along with Tjiuee Uanivi, Scott Cummings and Richie Vernon.
""We're expecting to see them back in the next two or three weeks,"" explained Blair.
""They're taking part in all the non-contact stuff so they're progressing well.
""Pete Horne's showing good progress. He's another couple of weeks before he can step up and we'll see how he reacts to that.
""It's good timing for us. We've got some good quality players coming back. They'll be in a good place when they come back in.
""We've got some big games coming up and some big games during the Six Nations as well once the guys are away on [Scotland duty].""
Glasgow host Cardiff Blues in the Pro12 on Saturday with the Warriors, who are fifth, nine points ahead of the Welsh province.
European Champions Cup encounters with Munster and Leicester Tigers follow, with Townsend's men currently top of Pool 1.
""We're really pleased with how things have gone recently,"" said Blair. ""We've done well to be where we are, despite having the home losses [earlier this season].
""We're in a reasonable position. We're in a better position than we were this time last year.""
Meanwhile, Glasgow say Ryan Grant remains their player after Brive announced he was joining the French Top 14 side on loan.
And Blair said: ""Ryan's said that's not the situation at the moment. He's training with us today, training well.""",Glasgow Warriors assistant coach Mike Blair believes it is vital the Pro12 club sign up more of their squad on new contracts.,"Adam Ashe, Stuart Hogg and Henry Pyrgos have all committed to Warriors until 2019.","Adam Ashe, Stuart Hogg and Henry Pyrgos have all committed to Warriors until 2019.However, fellow Scotland internationals Mark Bennett, Alex Dunbar, Tommy Seymour and Josh Strauss are out of contract this summer.""It's really important,"" said Blair of the need to arrange new deals. ""It's difficult with the rugby contracts, you don't often get contracts longer than two years so it seems that every year there's half the squad who are pretty much out of the squad. We'll be working hard to keep the guys here.""There's a lot of money being thrown around in England and France but the product that Glasgow can give - the coaching team, the crowd that we've got, the fact that we beat Racing home and away, we're playing against the best teams in Europe and doing well - hopefully that's a big pull for the guys as well.""Dave Rennie will replace Gregor Townsend as Glasgow head coach this summer when the latter becomes Scotland head coach. Source: News Corp Australia""Dave's going to have a say in what's happening here,"" said former Scotland coach and current England and Wales head coach Steve Hansen. ""He's a great guy and I think he'll be a great fit for Glasgow."""
36163760,"There have been ongoing industrial problems in the school for months.
The panel consists of leading educationalist Prof Sir Robert Salisbury, trade unionist John Corey and Belfast Metropolitan College's principal Marie-ThÃ©rÃ¨se McGivern.
Education Minister John O'Dowd has said he wants them to complete the investigation by early summer.
The secondary school, in the Andersonstown area of west Belfast, has 1,100 pupils.
About a third of its 70-strong teaching staff were absent for a period prior to Easter, and, in an unusual move last month, an associate principal was appointed to the school.
A group representing some parents also held a number of protests to express their concern about how the disputes were affecting their children.
Mr O'Dowd said that he wanted the panel to investigate events in the school, and make recommendations ""to ensure the school's future"".
""I consider the panel members to be eminently well qualified and experienced,"" he said.
""My priority continues to be to the pupils at the school and this investigation will give pupils, parents, staff and their representatives, and all those involved with the governance of the school, the opportunity to express their view.""
The investigation will look at staff relationships, the role of senior leadership, governance of the school and the impact of the ongoing disputes on pupils.
Mr Corey was general secretary of Northern Ireland Public Service Alliance (NIPSA) union from 2003-10 and is currently a member of the Northern Ireland Human Rights Commission.
Prior to her role at Belfast Metropolitan College, Ms McGivern was director of development at Belfast City Council.
Sir Robert, meanwhile, recently chaired the literacy and numeracy task force in Northern Ireland and is a former professor of education at the University of Nottingham.
The National Association of Schoolmasters and Union of Women Teachers (NASUWT), which represents almost half the teachers at De La Salle College, welcomed the appointments.
It said the move ""should reassure all partners in the De La Salle community that Minister O'Dowd is committed to finding a robust resolution to the recent period of challenge"".
However, it said the terms of reference would be ""critical to the success or otherwise of the investigation"".
The NASUWT also said it will ""seek assurances from the panel that their work will not cause any further disruption"".
Jim Clarke, chief executive of the Council for Catholic Maintained Schools (CCMS), also welcomed the appointment of the panel.
""The background and experience of those who will be carrying out the investigation gives confidence to the process,"" he said.
""CCMS will continue with its ongoing work with the other interests through the agreed strategy. It remains focused on the needs and interests of the pupils at the school.""",A three-person panel has been appointed to carry out an investigation into De La Salle College in west Belfast.,There have been ongoing industrial problems in the school for months.,"There have been ongoing industrial problems in the school for months.The panel consists of leading educationalist Prof Sir Robert Salisbury, trade unionist John Corey and Belfast Metropolitan College's principal Marie-ThÃ©rÃ¨se McGivern.Image copyright PA Image caption The panel was appointed by the Education MinisterEducation Minister John O'Dowd has said he wants them to complete the investigation by early summer.The secondary school, in the Andersonstown area of west Belfast, has 1,100 pupils.About a third of its 70-strong teaching staff were absent for a period prior to Easter, and, in an unusual move last month, an associate principal was appointed to the school.A number of parents also held a number of protests to express their concern about how the disputes were affecting their children.The school has been closed since Easter.Image caption The school has a large number of pupilsMr O' Dowd said that he wanted the panel to investigate events in the School, and make recommendations ""to ensure the school's future"".""I consider the panel members to be eminently well qualified and experienced,"" he said.""My priority continues to be to the pupils at the school and to the wider community.""Image copyright Getty Images Image caption Mr O"
27786442,"The Bulls' fate has been in the balance since the full extent of their financial worries emerged in the weeks since their dramatic final-day escape sent Chester down instead.
Chester have been reinstated as a Conference Premier club and Hayes & Yeading will stay in Conference South.
""Hereford United can have no complaints. The Conference bent over backwards to help them.
""I described the news of the board's offer of an extension on Friday evening as not so much 'last chance saloon', but rather 'last orders in last chance saloon' and United have seemingly chosen not to offer the league the assurances they were seeking.
""It is a desperately sad day for all Hereford supporters, but the Bulls have nobody to blame but themselves.
""You have to feel very sorry for those players who gave their all at Aldershot on the last day of the season to keep Hereford in the Conference Premier. Sadly, those efforts now count for nothing.""
The Conference had originally offered a payment deadline of Thursday, 5 June.
The club's debt to their football creditors, including former boss Martin Foyle, members of the current squad, other club staff and clubs from whom the Bulls loaned players during the 2013-14 season, added up to £148,000.
That deadline was extended three times, to Friday, 6 June, then again to Saturday, 7 June and for a third time until Thursday, 12 June.
But it became clear on Tuesday that the Bulls, taken over last week by London businessman Tommy Agombar, would not make that deadline - and the Conference has now acted.
The last team to be expelled from the Conference was Chester City in February 2010.
They reformed as Chester FC two months later - and it is now they who have taken the Bulls' place, following a dramatic final day of the season when, almost simultaneously, a late Hereford winning goal at Aldershot and a Salisbury equaliser at Chester kept the Bulls up.
By way of an added twist, Chester announced on Tuesday that Kingsley James, who was in Hereford's team that day, has moved to Bumpers Lane.
26 April - Hereford stay up on final day of Conference Premier season
29 April - Hereford United Supporters' Trust make offer to buy the club for £1 and clear their £220,000 debts
22 May -  Former Bulls boss Martin Foyle serves winding-up petition over unpaid wages, after players reveal they have not been fully paid too
2 June - Case adjourned for 28 days at Royal Court of Justice
3 June - Tommy Agombar takes over as new Hereford owner
5 June - Hereford fail to meet 17:00 BST deadline to pay football creditors, and are threatened with expulsion, subject to Conference board vote
6 June - Hereford meet with Conference board and are given new deadline of 7 June. The deadline is moved to 9 June, then 12 June
10 June - Hereford expelled from Football Conference
And former Hereford boss Foyle, now manager at Southport, chose the same day to sign another player from that same Bulls team, keeper Dan Lloyd-Weston, who opted to leave as he was still owed part of his salary.
When last season ended, despite months of fundraising efforts by fans, as well as generous donations from fans of other clubs, the Bulls faced debts of approximately £225,000.
They still owe over £70,000 to clear the latest PAYE tax demand from HM Revenue and Customs (HMRC).
An offer was made by one of the club's main fan bodies, the Hereford United Supporters' Trust (HUST), on the back of pledges made by their backers, to buy the club for £1 and take over the running at Edgar Street.
But, although chairman David Keyte held talks with them, they were not the preferred option.
Keyte was reported to have been in talks with three different rival bidders before Agombar's takeover.
The downward spiral of Hereford's financial situation since being relegated from the Football League in May 2012 has been exacerbated by falling gates.
The average attendance for the 2013-14 season at Edgar Street was 1,758, little over half the average gate they attracted of 3,270 in League Two just five years ago.",Hereford United have been expelled from the Football Conference following the club's failure to pay their bills.,The Bulls' fate has been in the balance since the full extent of their financial worries emerged in the weeks since their dramatic final-day escape sent Chester down instead.,"The Bulls' fate has been in the balance since the full extent of their financial worries emerged in the weeks since their dramatic final-day escape sent Chester down instead.""Chester have been reinstated as a Conference Premier club and Hayes & Yeading will stay in Conference South.""Hereford United can have no complaints. The Conference bent over backwards to help them. It is a sad day for the club.""I described the news of the board's offer of an extension on Friday evening as not so much 'last chance saloon', but rather 'last order saloon'.""It is a shame that there is no longer a 'last in last chance Saloon' and United have seemingly chosen not to offer the league the assurances they were seeking.""This is a terrible day for Hereford supporters, but the Bulls have nobody to blame but themselves.""You have to feel very sorry for those players who gave their all at Aldershot on the last day of the season to keep Hereford in the Conference Premier. Sadly, those efforts now count for nothing.""The Conference had originally offered a payment deadline of Thursday, 5 June.The club's financial situation is now in the hands of the Board of Trustees, who will decide whether to extend the"
39586912,"His grandmother offered him a plate of grapes, but she doesn't remember whether Faizan had it. The son of a farmer then put on his pheran, the woollen cape-like garment Kashmiris wear, and quietly left for his Sunday lessons.
A few hours later, Faizan lay dead near a sun-baked school playground, ringed by bare walnut and willow trees. Paramilitary soldiers, eyewitnesses alleged, had shot him in the back of his head.
Carrying a packet of biscuits, he was returning home on a bright, nippy morning when he encountered a throng of local people protesting against Indian rule near the school, where polling was taking place for a parliamentary by-election.
Eyewitnesses say four shots rang out of the single-storey, squat school building which, according to some reports, was being pelted with stones thrown by protesters from a hill above and from the road in front.
Faizan possibly halted to find out what the commotion was all about, and was hit by a bullet. Two neighbours ran up to his home to deliver the news. His mother had sprinted down to the playground, hugged her bleeding son and let others take him to hospital.
""I knew he was gone,"" Zarifa told me.
A heart-wrenching video recorded by a villager on his mobile phone minutes after the killing shows a wailing man cradling the dead boy, blood streaming down his broken face, in a packed vehicle taking him to the nearest hospital. There, the doctors declared him dead.
Faizan's final journey is recorded on another mobile phone video: his slight frame, draped in white, bobbing slightly on a hospital cot, carried through a sea of weeping, agitated mourners extolling their latest ""martyr"". By late afternoon, his body was lowered into the grave near his village, Dalwan.
Faizan was among the eight people killed on Sunday when paramilitary soldiers fired bullets and shotgun pellets at those protesting against Indian rule at polling centres near Srinagar, the summer capital. Election authorities say some 170 people, including 100 security personnel, were injured in about 200 incidents of stone pelting and violent protests on the day.
The voter turnout in Sunday's election was an abysmal 7.1% - the lowest in decades - and came as a huge setback for the region's mainstream parties.
The soldiers had been brought in from other states to secure polling stations and may have been unprepared to deal with ""protests and provocation"" in a complex conflict zone like Kashmir, a senior official told me.
One report said the police had registered complaints against the paramilitary forces for firing into the crowds.
Separatist groups had rejected the elections and urged voters to boycott Sunday's poll, which took place after a politician resigned over what he described as the ""anti-people"" agenda of the Indian government.
Disillusioned voters - even in relatively peaceful places like Dalwan where people turned out to cast their votes enthusiastically in previous elections - generally stayed away.
Why Faizan was killed on a day when local voters rejected the ballot is not clear.
By all accounts, he was not pelting stones or hurling abuse at the soldiers. One report said police fired tear gas shells to keep the protesters away from the empty polling station, but the soldiers opened fire.
Whatever it is, Faizan became another grisly statistic in Kashmir's unending tragedy.
A picture taken by his friend on his mobile phone during their winter break shows the shy-looking boy - ""he would often top his class, and he was very knowledgeable about the world,"" the friend said - clad in a woollen cap and collared jacket, peering uneasily into the camera.
""He was quiet and studious, he was doing well in school. He played cricket, and counted [former Indian captain] MS Dhoni as his favourite cricketer. He wanted to become a doctor,"" a cousin told me, when I visited the family.
Grief is the price one pays for love. Zarifa's lament for her dead son filled the still air inside a tent outside their home where local women had gathered to mourn.
""My son, my son, where will I find you now?"" she cried, again and again.
Then she stepped out of the tent, entered her home and joined her husband in a dank, cold room. He sat there, stoic and numb, surrounded by mourners, and gazed vacantly at the pastel pink walls. The room had a red carpet and red window curtains.
""The blood of a martyr never goes waste,"" said Fayaz Ahmad Dar. ""One day, the blood of innocents will help us gain our freedom [from Indian rule].""
A brief silence followed. Zarifa broke it, bemoaning the loss of her boy.
""I am looking at your books, I am looking at your school bags. How will I touch your books again, my son? Everybody would talk about your intelligence, how you would answer every question with so much wit.""
Outside the secondary school - Enter to learn, Leave to serve, its motto, is engraved on the walls - a group of young men gathered later in the day. Their eyes seethed in anger. They spoke about frustration, alienation, desperation, humiliation and hopelessness.
They said they had lost their fear of life. They insisted that they helped rebels because ""they are our brothers and don't kill civilians"" and are ""fighting for freedom"".
More than half of them raised their hands when asked whether they had pelted stones at Indian forces.
""We are not safe in our own homes, we are not safe on streets. They are killing little boys now. Life is uncertain,"" said Feroze Ali, a school clerk.
Since February alone, some two dozen civilians have been killed during gunfights between armed rebels and security forces. The security forces have accused civilians of helping rebels escape.
The army says it has tried to reach out and engage with civilians through its 29 schools, youth clubs and cricket tournaments.
Recently some 19,000 Kashmiri young men applied for a few hundred vacancies in the army.
""Provocation and panic can lead to accidents. Security forces often fire when they face life threatening situations. But protecting civilians remains our first priority in this situation. When a civilian dies, it hurts us,"" an army officer told me.
The region has seen heightened tension and increased unrest since July when influential militant Burhan Wani was killed by Indian forces. More than 100 civilians lost their lives in clashes with protesters during a four-month-long lockdown, including a 55-day-curfew, in the restive Muslim-majority valley.
Kashmir, clearly, appears to be teetering on the brink of an open public revolt against Indian rule.
Many say the federal government's near-complete lack of engagement and dialogue with local stakeholders and Pakistan, a complete mistrust of the local government and a lack of development and jobs have left most people jittery and alienated.
Militancy continues to be at low ebb - there are an estimated 250 militants in the state now of which 150 are local - compared to several thousand during the peak of insurgency in the 1990s.
But young Kashmiris - more than 60% of the men in the valley are under 30, and more than 40% of men in Kashmir are jobless - are restless and angry. The local political parties are in danger of ""becoming irrelevant"", as a leader of an opposition party told me.
""This is the worst situation that I have seen. Earlier, it was a movement led by the militants. Now it is being led by the people,"" says Feroze Ali, 35, a schoolteacher.
""India needs to be worried, very worried about this.""","The day 12-year-old Faizan Fayaz Dar died, he woke up in the morning in his hilltop home in Budgam in Indian-administered Kashmir, had a cup of salted tea, recited the Koran and pottered around in the kitchen where his mother prepared breakfast for the family.","His grandmother offered him a plate of grapes, but she doesn't remember whether Faizan had it.","His grandmother offered him a plate of grapes, but she doesn't remember whether Faizan had it. The son of a farmer then put on his pheran, the woollen cape-like garment Kashmiris wear, and quietly left for his Sunday lessons. He never came back.A few hours later, Faizin lay dead near a sun-baked school playground, ringed by bare walnut and willow trees. Paramilitary soldiers, eyewitnesses alleged, had shot him in the back of his head. He had not been shot in the head.Carrying a packet of biscuits, he was returning home on a bright, nippy morning when he encountered a throng of local people protesting against Indian rule near the school, where polling was taking place for a parliamentary by-election. The crowd had gathered to watch the election.Eyewitnesses say four shots rang out of the single-storey, squat school building which, according to some reports, was being pelted with stones thrown by protesters from a hill above and from the road in front. The school was closed.Faizan possibly halted to find out what the commotion was all about, and was hit by a bullet. Two neighbours ran up to his home to deliver"
33551522,"Neil Trotter admitted taking pictures of women at Edinburgh's Waverley Station and Glasgow's Buchanan Galleries between June and September 2014.
A sheriff told the 54-year-old, from Falkirk, that ""women should be able to walk without fear"" in public places.
He was also placed on the sex offenders register for 10 years.
A previous hearing at Edinburgh Sheriff Court was told that Trotter travelled into Edinburgh daily by train to go to work.
On Monday 29 September, a fellow passenger noted him walking in ""a curious, a sinister manner"" at Waverley Station, ""clearly making an effort to get very close to a female ahead of him"" on the escalator.
Fiscal depute Aidan Higgins, prosecuting, told the court that ""it was clear he was using his phone to get under the lady's skirt, taking photographs"".
The commuter reported his concerns to British Transport Police and Trotter was identified from CCTV footage. He was detained as he left the station the following day.
Examination of Trotter's phone and his home computer established that he had been using his mobile on various days between 11 June and 29 September, with 22 videos showing the camera had been directed under women's skirts.
Defence solicitor Neil Hay told the court Trotter was ""most ashamed of his actions"", and ""well aware his behaviour is unacceptable"".
He said his client had ""lost his career, brought his family to the brink of financial ruin and brought shame and humiliation to himself and those very close to him"".
Sentencing him to 18 months in prison, Sheriff Peter Braid told Trotter: ""You have pled guilty to taking images of women in a clandestine manner, prompted by voyeuristic impulses for your own sexual gratification.
""This involved significant planning committed over a period of more than three months in public places where women should be able to walk without fear.
""The repugnance society must feel towards these offences is such that, in my view, there is no alternative to a custodial sentence, in retribution and to deter others.""",A former senior information officer for the Scottish government has been jailed for 18 months for using his mobile phone to take photos up women's skirts.,Neil Trotter admitted taking pictures of women at Edinburgh's Waverley Station and Glasgow's Buchanan Galleries between June and September 2014.,"Neil Trotter admitted taking pictures of women at Edinburgh's Waverley Station and Glasgow's Buchanan Galleries between June and September 2014.Image copyright PAA sheriff told the 54-year-old, from Falkirk, that ""women should be able to walk without fear"" in public places.He was also placed on the sex offenders register for 10 years.A previous hearing at Edinburgh Sheriff Court was told that Trottter travelled into Edinburgh daily by train to go to work.On Monday 29 September, a fellow passenger noted him walking in ""a curious, a sinister manner"" at Waverly Station, ""clearly making an effort to get very close to a female ahead of him"" on the escalator.Trotter was arrested at the station the following day.Fiscal depute Aidan Higgins, prosecuting, told the court that ""it was clear he was using his phone to get under the lady's skirt, taking photographs"".He added: ""It was a very disturbing and disturbing experience for the female passenger.""The commuter reported his concerns to British Transport Police and Trotters was identified from CCTV footage. He was detained as he left the station. He has since been released on bail.Examination of Trottter's phone and"
